City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
345,Hwange,ZW,-18.3693,26.5019,61.65,52,0,2.84,clear sky
346,Ajaccio,FR,42.0,8.9167,67.98,83,100,4.61,light rain
347,Barranca,PE,-10.75,-77.7667,60.19,81,14,8.28,few clouds
348,Ocos,GT,14.5094,-92.1933,75.38,84,100,14.94,overcast clouds
349,Casper,US,42.8666,-106.3131,88.39,19,0,8.05,clear sky
350,Hamilton,US,39.1834,-84.5333,82.26,70,0,9.22,clear sky
351,San Andres,CO,12.5847,-81.7006,84.22,74,75,10.36,broken clouds
352,Rio Cauto,CU,20.5603,-76.9161,79.05,77,35,9.8,scattered clouds
353,Dneprovskaya,RU,45.6236,38.8081,69.08,38,5,16.31,clear sky
354,Chulman,RU,56.8479,124.9104,45.09,73,36,2.68,scattered clouds
355,Laguna,US,38.421,-121.4238,109.35,13,0,6.91,clear sky
356,Mandan,US,46.8267,-100.8896,77.36,33,0,9.22,clear sky
357,Muroto,JP,33.2833,134.15,81.57,78,90,12.91,overcast clouds
358,Cap Malheureux,MU,-19.9842,57.6142,65.46,75,0,5.01,clear sky
359,Slochteren,NL,53.2208,6.8055,63.18,61,57,8.05,broken clouds
360,Ofaqim,IL,31.3141,34.6203,75.7,81,13,7.0,few clouds
361,Awjilah,LY,29.1081,21.2869,79.3,57,0,10.36,clear sky
362,Sovetskiy,RU,61.3614,63.5842,52.97,96,98,6.67,overcast clouds
363,Waiouru,NZ,-39.4833,175.6667,43.9,90,95,7.25,overcast clouds
364,Aiken,US,33.5835,-81.5998,78.71,93,0,3.44,clear sky
365,Anadyr,RU,64.75,177.4833,48.7,70,75,13.42,broken clouds
366,Bardiyah,LY,31.7561,25.0865,77.29,77,0,4.5,clear sky
367,San Cristobal,VE,7.7669,-72.225,75.38,95,95,2.55,overcast clouds
368,Rapid City,US,44.0805,-103.231,87.26,26,0,9.22,clear sky
369,Yar-Sale,RU,66.8333,70.8333,45.55,74,100,18.63,overcast clouds
370,Ilulissat,GL,69.2167,-51.1,46.42,93,100,10.36,overcast clouds
371,Port Augusta,AU,-32.5,137.7667,53.8,48,0,11.95,clear sky
372,Amapa,BR,1.0,-52.0,73.38,89,81,2.53,broken clouds
373,Rock Hill,US,34.9249,-81.0251,83.07,59,0,0.0,clear sky
374,Macusani,PE,-14.0833,-70.4333,35.44,74,20,6.62,few clouds
375,Voh,NC,-20.9667,164.7,78.01,57,93,7.47,overcast clouds
376,Dingle,PH,10.9995,122.6711,81.54,83,100,8.19,overcast clouds
377,Dubbo,AU,-32.25,148.6167,51.93,82,100,13.8,light rain
378,Atbasar,KZ,51.8,68.3333,71.44,27,82,9.73,broken clouds
379,Kharp,RU,66.8014,65.8081,42.75,91,100,20.49,moderate rain
380,Nuuk,GL,64.1835,-51.7216,47.01,93,100,8.05,light snow
381,Derbent,RU,42.0678,48.2899,79.41,45,1,4.32,clear sky
382,Saint-Augustin,CA,51.226,-58.6502,58.62,58,11,9.13,few clouds
383,Aksarka,RU,66.5606,67.7975,44.87,80,100,20.31,light rain
384,Rudsar,IR,37.1376,50.288,75.18,53,0,2.89,clear sky
385,Deputatskiy,RU,69.3,139.9,30.16,81,100,5.19,overcast clouds
386,Dikson,RU,73.5069,80.5464,41.68,77,40,7.52,scattered clouds
387,Khokhlovo,RU,59.1492,37.3998,40.39,95,83,8.41,broken clouds
388,Ostrovnoy,RU,68.0531,39.5131,48.18,94,100,23.6,light rain
389,Virginia Beach,US,36.8529,-75.978,81.01,76,40,8.05,scattered clouds
390,San Felipe,VE,10.3399,-68.7425,74.19,93,86,3.06,overcast clouds
391,Westport,US,41.1415,-73.3579,71.82,62,0,5.99,clear sky
392,Salalah,OM,17.0151,54.0924,77.09,88,75,5.75,broken clouds
393,Guerrero Negro,MX,27.9769,-114.0611,83.97,65,74,3.85,broken clouds
394,Srednekolymsk,RU,67.45,153.6833,35.19,93,100,23.06,snow
395,Ometepec,MX,16.6833,-98.4167,75.58,94,99,3.6,overcast clouds
396,Beloha,MG,-25.1667,45.05,61.21,82,0,10.74,clear sky
397,Nalut,LY,30.3333,10.85,86.65,23,0,16.37,clear sky
398,Santa Cruz,BO,-17.8,-63.1667,72.86,35,75,13.8,broken clouds
399,Bend,US,44.0582,-121.3153,102.15,13,0,13.8,clear sky
400,Angicos,BR,-5.6656,-36.6011,76.06,71,21,21.81,few clouds
401,Sechura,PE,-5.5569,-80.8222,64.44,73,5,16.96,clear sky
402,Bima,ID,-8.4667,118.7167,82.94,71,24,4.52,few clouds
403,Henties Bay,NA,-22.116,14.2845,54.27,90,1,5.79,clear sky
404,Saint-Joseph,RE,-21.3667,55.6167,61.18,81,64,12.08,broken clouds
405,Jerez,GT,14.1,-89.75,68.7,97,96,1.81,overcast clouds
406,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,80.26,23,46,2.44,scattered clouds
407,Kahului,US,20.8947,-156.47,89.62,64,20,20.71,few clouds
408,Lieto,FI,60.5103,22.4618,39.47,93,0,3.44,clear sky
409,Viedma,AR,-40.8135,-62.9967,48.31,37,0,1.59,clear sky
410,Kargat,RU,55.1956,80.2811,48.56,81,95,8.86,overcast clouds
411,Surt,LY,31.2089,16.5887,79.88,67,0,5.35,clear sky
412,Pozo Colorado,PY,-23.4923,-58.7972,66.16,62,99,3.4,overcast clouds
413,Alexandria,EG,31.2156,29.9553,79.3,69,0,8.25,clear sky
414,Velsk,RU,61.0701,42.0983,43.11,93,99,10.47,overcast clouds
415,Reyes,BO,-14.3167,-67.3833,76.5,62,42,6.29,scattered clouds
416,Rovaniemi,FI,66.5,25.7167,44.01,87,75,9.22,broken clouds
417,Nouadhibou,MR,20.931,-17.0347,73.62,87,19,14.07,few clouds
418,Ahipara,NZ,-35.1667,173.1667,60.82,65,100,10.74,overcast clouds
419,Lata,PT,40.1629,-8.3327,57.0,98,53,2.04,broken clouds
420,Nizhniy Odes,RU,63.6445,54.856,44.76,99,100,3.58,light rain
421,Staritsa,RU,56.5075,34.9354,38.44,95,30,5.88,scattered clouds
422,Saint Anthony,US,45.0205,-93.218,84.09,63,75,10.36,broken clouds
423,Msanga,TZ,-6.05,36.0333,60.48,65,7,6.13,clear sky
424,Hualmay,PE,-11.0964,-77.6139,61.14,79,14,9.44,few clouds
425,Accra,GH,5.556,-0.1969,75.61,94,40,11.5,scattered clouds
426,Bahawalnagar,PK,30.5508,73.3908,83.75,54,0,6.08,clear sky
427,Luanda,AO,-8.8368,13.2343,71.6,88,75,2.3,broken clouds
428,Rabaul,PG,-4.1967,152.1721,82.69,69,15,4.05,few clouds
429,Santa Ines,BR,-3.6667,-45.38,77.94,66,11,5.03,few clouds
430,Lasa,IT,46.6166,10.7002,59.36,94,84,1.57,broken clouds
431,Mitu,CO,1.1983,-70.1733,74.26,90,84,3.85,moderate rain
432,Yarada,IN,17.65,83.2667,80.92,94,40,2.3,mist
433,Beaverlodge,CA,55.2166,-119.4361,85.35,18,67,13.44,broken clouds
434,Azangaro,PE,-14.9167,-70.2167,46.42,50,60,4.47,broken clouds
435,Gorom-Gorom,BF,14.4439,-0.2361,77.74,76,88,14.99,overcast clouds
436,High Rock,BS,26.6208,-78.2833,82.42,69,28,10.04,scattered clouds
437,Ketchikan,US,55.3422,-131.6461,63.07,77,100,6.91,overcast clouds
438,Nizwa,OM,22.9333,57.5333,80.96,54,34,1.14,scattered clouds
439,San Policarpo,PH,12.1791,125.5072,82.54,80,100,7.52,overcast clouds
440,La Ronge,CA,55.1001,-105.2842,70.02,45,20,9.22,few clouds
441,Sept-Iles,CA,50.2001,-66.3821,62.6,68,20,12.66,few clouds
442,Tombouctou,ML,20.0,-3.0,95.27,29,4,11.65,clear sky
443,Rio Gallegos,AR,-51.6226,-69.2181,51.85,62,100,18.41,overcast clouds
444,Huntsville,US,34.7304,-86.5861,84.45,72,40,5.75,scattered clouds
445,Pacifica,US,37.6138,-122.4869,82.49,81,20,20.71,few clouds
446,Kavaratti,IN,10.5669,72.642,79.77,81,80,12.73,broken clouds
447,Torbay,CA,47.6666,-52.7314,67.75,88,40,9.22,scattered clouds
448,Rosarito,MX,32.3333,-117.0333,93.24,61,8,5.06,clear sky
449,Erenhot,CN,43.6475,111.9767,65.3,51,96,17.38,overcast clouds
450,Victoria,HK,22.2855,114.1577,86.25,64,12,17.0,few clouds
451,Yashkul,RU,46.1711,45.3435,74.01,29,61,18.34,broken clouds
452,Yakovlevo,RU,50.8603,36.4478,48.45,58,99,6.78,overcast clouds
453,Ouallam,NE,14.3188,2.0866,77.77,76,37,12.68,scattered clouds
454,Severomorsk,RU,69.0689,33.4162,45.0,85,100,24.87,overcast clouds
455,Montes Altos,BR,-5.8333,-47.0667,81.37,26,5,5.08,clear sky
456,Sistranda,NO,63.7256,8.834,46.36,71,2,7.72,clear sky
457,La Asuncion,VE,11.0333,-63.8628,80.33,94,42,2.3,scattered clouds
458,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,33,47,44.87,dust
459,Bichena,ET,10.45,38.2,52.14,82,28,3.56,scattered clouds
460,Sheridan,US,44.8333,-106.9173,89.98,22,0,4.61,clear sky
461,Harbour Breton,CA,47.4833,-55.7983,65.17,86,0,5.17,clear sky
462,Litovko,RU,49.2361,135.1742,64.29,76,3,6.08,clear sky
463,Pangnirtung,CA,66.1451,-65.7125,48.67,92,100,4.47,light rain
464,Nanakuli,US,21.3906,-158.1547,89.55,41,20,9.22,few clouds
465,Adeje,ES,28.1227,-16.726,75.11,94,20,17.27,few clouds
466,Halifax,CA,44.6453,-63.5724,60.69,79,3,1.99,clear sky
467,Kondinskoye,RU,59.6481,67.41,57.27,97,100,7.36,overcast clouds
468,Parati,BR,-23.2178,-44.7131,70.18,50,0,3.47,clear sky
469,Sault Sainte Marie,CA,46.5168,-84.3333,75.76,70,0,11.5,clear sky
470,Ariquemes,BR,-9.9133,-63.0408,84.47,29,25,2.71,scattered clouds
471,Husavik,IS,66.0449,-17.3389,50.43,89,5,4.61,clear sky
472,Finschhafen,PG,-6.6024,147.8681,83.97,68,24,7.11,few clouds
473,Carutapera,BR,-1.195,-46.02,78.22,82,6,8.48,clear sky
474,Araguaina,BR,-7.1911,-48.2072,78.37,30,2,2.95,clear sky
475,Vestmannaeyjar,IS,63.4427,-20.2734,51.4,77,59,3.91,broken clouds
476,Lagos,NG,6.5833,3.75,79.12,94,100,1.45,overcast clouds
477,Kumluca,TR,36.3703,30.2869,76.77,70,0,3.49,clear sky
478,Stephenville,US,32.2207,-98.2023,81.39,74,0,3.44,clear sky
479,San Luis,AR,-33.295,-66.3356,52.03,17,0,11.27,clear sky
480,Fort-Shevchenko,KZ,44.5086,50.263,79.34,54,1,11.25,clear sky
481,Boa Vista,BR,2.8197,-60.6733,78.78,83,40,6.91,light rain
482,Ayan,RU,56.45,138.1667,57.61,63,44,3.91,scattered clouds
483,Olyka,UA,50.7186,25.8125,53.92,43,100,7.63,overcast clouds
484,Adre,TD,13.4667,22.2,72.21,87,93,7.81,overcast clouds
485,Alenquer,BR,-1.9417,-54.7383,80.73,64,85,2.77,overcast clouds
486,Karasjok,NO,69.4719,25.5112,39.94,90,100,7.78,overcast clouds
487,Karratha,AU,-20.7377,116.8463,67.93,85,100,4.52,light rain
488,Nakambala,ZM,-15.8324,27.7799,60.67,52,44,5.5,scattered clouds
489,Napoleon,US,41.3923,-84.1252,78.94,65,100,5.77,overcast clouds
490,Nizhniy Kuranakh,RU,58.8353,125.4869,46.38,70,42,4.68,scattered clouds
491,Colares,PT,38.7992,-9.4469,68.76,84,100,7.0,overcast clouds
492,Concordia,AR,-31.393,-58.0209,53.78,76,0,7.0,clear sky
493,Hambantota,LK,6.1241,81.1185,77.41,84,75,14.03,broken clouds
494,Ciudad Bolivar,VE,8.1222,-63.5497,82.51,76,95,1.39,overcast clouds
495,Half Moon Bay,US,37.4636,-122.4286,91.54,74,75,20.71,mist
496,Carmelo,UY,-33.9892,-58.2856,46.85,62,0,5.21,clear sky
497,Birao,CF,10.2849,22.7882,71.2,98,100,5.32,overcast clouds
498,Erzin,TR,36.9559,36.2,78.04,64,19,0.38,few clouds
499,Lakhnadon,IN,22.6,79.6,74.89,86,97,4.5,overcast clouds
500,Vernon,CA,50.2581,-119.2691,98.76,21,0,1.14,clear sky
501,Bathurst,AU,-33.4166,149.5806,52.83,72,99,3.0,overcast clouds
502,Margate,GB,51.3813,1.3862,64.69,85,69,1.01,broken clouds
503,Kuryk,KZ,43.2,51.65,82.11,23,0,8.59,clear sky
504,Waipawa,NZ,-41.4122,175.5153,54.73,81,100,19.33,overcast clouds
505,Ulagan,RU,50.6321,87.9563,49.19,90,99,1.48,overcast clouds
506,Guipavas,FR,48.4352,-4.3972,61.12,100,100,4.61,mist
507,Shahpura,IN,27.3833,75.9667,81.05,71,51,6.98,broken clouds
508,Damghan,IR,36.1683,54.348,71.98,30,0,1.95,clear sky
509,Nogliki,RU,51.8333,143.1667,63.84,74,1,13.42,clear sky
510,Portland,US,45.5234,-122.6762,92.84,41,100,5.75,smoke
511,Broome,US,42.2506,-75.833,70.18,69,0,3.44,clear sky
512,Vallenar,CL,-28.5708,-70.7581,62.37,44,0,1.41,clear sky
513,Katherine,AU,-14.4667,132.2667,75.52,46,2,16.11,clear sky
514,Kainantu,PG,-6.2887,145.8655,71.47,64,74,3.98,broken clouds
515,Laviana,ES,43.2333,-5.5333,64.71,96,99,0.89,overcast clouds
516,Nabire,ID,-3.3667,135.4833,82.29,72,100,0.69,overcast clouds
517,Namie,JP,37.4833,141.0,77.72,80,66,3.87,broken clouds
518,Chiang Khong,TH,20.2613,100.4046,74.66,91,86,0.22,overcast clouds
519,Dawson Creek,CA,55.7666,-120.2362,85.64,16,0,16.11,clear sky
520,Redlands,US,34.0556,-117.1825,104.2,31,40,9.22,scattered clouds
521,Bertoua,CM,4.5833,13.6833,65.14,95,92,3.53,overcast clouds
522,Minuri,PH,16.535,121.8574,79.39,81,100,6.55,overcast clouds
523,Dezful,IR,32.3811,48.4058,92.88,11,0,4.29,clear sky
524,Gamba,GA,-2.65,10.0,72.63,89,24,6.04,few clouds
525,Vao,NC,-22.6667,167.4833,72.45,71,100,15.79,overcast clouds
526,Saldanha,ZA,-33.0117,17.9442,51.85,89,87,13.87,overcast clouds
527,Kawhia,NZ,-38.0651,174.8183,60.51,80,100,14.32,overcast clouds
528,Tiznit,MA,29.5833,-9.5,79.61,39,73,5.3,broken clouds
529,Svetlogorsk,BY,52.6333,29.7333,44.08,68,99,5.32,overcast clouds
530,Black River,JM,18.0264,-77.8487,79.79,82,100,3.96,overcast clouds
531,Bandiagara,ML,14.3501,-3.6104,72.59,87,88,9.46,heavy intensity rain
532,Hami,CN,42.8,93.45,70.75,20,2,4.32,clear sky
533,Port Hardy,CA,50.6996,-127.4199,66.38,77,75,3.44,broken clouds
534,Flagstaff,US,35.1981,-111.6513,89.6,21,0,9.22,clear sky
535,Dawei,MM,14.0833,98.2,77.97,92,100,1.48,overcast clouds
536,Riyadh,SA,24.6877,46.7219,84.34,14,45,5.61,scattered clouds
537,Madinat Sittah Uktubar,EG,29.8167,31.05,78.4,78,0,12.97,clear sky
538,Kyra,RU,49.5776,111.9753,55.02,80,27,2.28,scattered clouds
539,Lakselv,NO,70.0513,24.9718,40.82,93,40,12.66,scattered clouds
540,Imbituba,BR,-28.24,-48.6703,65.86,94,100,13.65,overcast clouds
541,Santiago Del Estero,AR,-27.7951,-64.2615,61.66,27,0,9.91,clear sky
542,Beringovskiy,RU,63.05,179.3167,52.3,57,47,5.82,scattered clouds
543,Jacqueville,CI,5.2052,-4.4146,73.98,93,37,8.77,scattered clouds
544,Tocopilla,CL,-22.092,-70.1979,61.68,73,20,9.08,few clouds
545,Ucluelet,CA,48.9329,-125.5528,64.71,87,95,3.0,overcast clouds
546,Dubinino,RU,55.6192,89.0911,39.02,90,16,1.79,few clouds
547,Senador Pompeu,BR,-5.5881,-39.3717,78.48,39,1,3.09,clear sky
548,Minervino Murge,IT,41.0843,16.0784,63.23,77,4,3.11,clear sky
549,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,83.25,33,12,8.93,few clouds
550,Mapimi,MX,25.8167,-103.85,82.87,44,100,8.32,overcast clouds
551,Japura,ID,-0.3167,102.35,73.53,98,100,2.06,overcast clouds
552,Pindwara,IN,24.8,73.0667,79.36,84,94,1.81,overcast clouds
553,Fredericksburg,US,38.3032,-77.4605,81.41,71,75,3.44,broken clouds
554,Dalbandin,PK,28.8947,64.4101,83.28,11,0,2.26,clear sky
555,Tahoua,NE,14.8888,5.2692,83.97,57,88,10.4,overcast clouds
556,Eureka,US,40.8021,-124.1637,76.68,92,68,3.0,broken clouds
557,Khandyga,RU,62.6667,135.6,41.81,96,100,5.28,light rain
558,Thinadhoo,MV,0.5333,72.9333,81.88,71,66,15.7,broken clouds
559,Buraydah,SA,26.326,43.975,81.05,12,1,5.06,clear sky
560,Faya,SA,18.3851,42.4509,66.31,40,13,4.54,few clouds
561,Vardo,NO,70.3705,31.1107,44.58,93,100,21.85,overcast clouds
562,Sujangarh,IN,27.7011,74.4649,85.1,63,74,8.01,broken clouds
563,Puerto Carreno,CO,6.189,-67.4859,78.67,83,99,3.91,overcast clouds
564,Chernyshevskiy,RU,63.0128,112.4714,35.74,97,100,7.23,overcast clouds
565,Lerwick,GB,60.1545,-1.1494,55.4,89,67,16.73,broken clouds
566,Kaspiyskiy,RU,45.3929,47.3707,79.56,55,94,15.55,overcast clouds
567,Zhenhai,CN,24.2582,118.0905,84.88,62,72,11.16,broken clouds
568,Kushiro,JP,42.975,144.3747,67.15,72,75,1.14,broken clouds
569,Santa Maria,BR,-29.6842,-53.8069,58.3,72,75,3.44,broken clouds
570,Narasannapeta,IN,18.4167,84.05,79.66,88,34,5.37,scattered clouds
571,Sola,VU,-13.8833,167.55,81.27,83,75,5.75,broken clouds
